bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
5,5570,5,0,0,5,31,29,2020-05-20 09:15:00
5,5711,5,2,2,4,40,122,2020-05-20 09:15:00
5,5754,3,0,0,3,28,26,2020-05-20 09:15:00
5,5758,4,2,2,3,23,49,2020-05-20 09:15:00
5,5762,5,3,1,5,24,21,2020-05-20 09:15:00
5,5766,2,1,1,2,40,47,2020-05-20 09:15:00
5,5770,6,4,3,6,50,102,2020-05-20 09:15:00
5,5774,5,3,3,4,49,72,2020-05-20 09:15:00
5,5911,8,1,1,6,108,147,2020-05-20 09:15:00
5,5913,9,5,3,9,63,245,2020-05-20 09:15:00
5,5914,5,0,0,5,37,48,2020-05-20 09:15:00
5,5915,6,1,0,5,35,55,2020-05-20 09:15:00
5,5916,4,4,4,4,27,42,2020-05-20 09:15:00
5,5954,6,1,0,6,41,64,2020-05-20 09:15:00
5,5958,9,3,2,9,46,69,2020-05-20 09:15:00
5,5962,8,5,3,8,43,88,2020-05-20 09:15:00
5,5966,3,2,2,3,21,25,2020-05-20 09:15:00
5,5970,6,1,1,6,45,91,2020-05-20 09:15:00
5,5974,7,0,0,6,19,51,2020-05-20 09:15:00
5,5978,8,0,0,8,53,84,2020-05-20 09:15:00
6,6411,6,3,2,4,37,41,2020-05-20 09:15:00
6,6412,16,21,13,12,94,248,2020-05-20 09:15:00
6,6413,2,3,3,2,49,65,2020-05-20 09:15:00
6,6414,5,5,4,4,54,83,2020-05-20 09:15:00
6,6431,5,1,0,5,14,33,2020-05-20 09:15:00
6,6432,2,8,5,2,4,23,2020-05-20 09:15:00
6,6433,2,1,1,2,8,21,2020-05-20 09:15:00
6,6434,3,1,0,3,12,20,2020-05-20 09:15:00
6,6435,5,7,5,4,31,71,2020-05-20 09:15:00
6,6436,2,3,3,2,11,22,2020-05-20 09:15:00
6,6437,2,7,6,2,15,112,2020-05-20 09:15:00
6,6438,2,8,8,2,18,35,2020-05-20 09:15:00
6,6439,2,1,1,2,16,6,2020-05-20 09:15:00
6,6440,5,3,1,5,61,74,2020-05-20 09:15:00
6,6531,4,12,7,4,47,227,2020-05-20 09:15:00
6,6532,2,0,0,2,24,44,2020-05-20 09:15:00
6,6533,3,0,0,3,18,42,2020-05-20 09:15:00
6,6534,3,2,1,3,45,136,2020-05-20 09:15:00
6,6535,4,1,0,4,26,13,2020-05-20 09:15:00
6,6611,6,3,1,6,45,146,2020-05-20 09:15:00
6,6631,4,3,2,4,22,60,2020-05-20 09:15:00
6,6632,3,0,0,3,25,49,2020-05-20 09:15:00
6,6633,4,0,0,4,18,23,2020-05-20 09:15:00
6,6634,3,2,1,3,27,24,2020-05-20 09:15:00
6,6635,7,2,1,7,48,76,2020-05-20 09:15:00
6,6636,3,0,0,3,39,19,2020-05-20 09:15:00
7,7111,5,0,0,4,47,61,2020-05-20 09:15:00
7,7131,2,1,0,2,6,19,2020-05-20 09:15:00
7,7132,2,0,0,2,13,6,2020-05-20 09:15:00
7,7133,4,0,0,4,29,21,2020-05-20 09:15:00
7,7134,2,1,0,2,15,13,2020-05-20 09:15:00
7,7135,2,0,0,2,13,4,2020-05-20 09:15:00
7,7137,4,0,0,4,23,23,2020-05-20 09:15:00
7,7138,5,0,0,5,33,46,2020-05-20 09:15:00
7,7140,2,1,0,2,7,8,2020-05-20 09:15:00
7,7141,5,2,2,5,18,29,2020-05-20 09:15:00
7,7143,4,0,0,4,20,16,2020-05-20 09:15:00
7,7211,4,0,0,3,48,71,2020-05-20 09:15:00
7,7231,2,1,1,2,16,17,2020-05-20 09:15:00
7,7232,2,0,0,2,8,11,2020-05-20 09:15:00
7,7233,2,0,0,2,15,0,2020-05-20 09:15:00
7,7235,2,0,0,2,11,5,2020-05-20 09:15:00
7,7311,1,1,0,1,4,17,2020-05-20 09:15:00
7,7312,1,3,3,1,50,124,2020-05-20 09:15:00
7,7313,3,0,0,2,17,5,2020-05-20 09:15:00
7,7314,4,3,1,4,52,79,2020-05-20 09:15:00
7,7315,2,3,1,2,56,91,2020-05-20 09:15:00
7,7316,1,0,0,1,9,12,2020-05-20 09:15:00
7,7317,1,0,0,1,4,8,2020-05-20 09:15:00
7,7318,3,2,2,2,9,27,2020-05-20 09:15:00
7,7319,1,0,0,1,7,24,2020-05-20 09:15:00
7,7320,1,0,0,1,6,8,2020-05-20 09:15:00
7,7331,1,0,0,1,4,4,2020-05-20 09:15:00
7,7332,2,1,1,2,5,12,2020-05-20 09:15:00
7,7333,2,0,0,2,5,7,2020-05-20 09:15:00
7,7334,2,0,0,2,17,12,2020-05-20 09:15:00
7,7335,1,0,0,1,11,3,2020-05-20 09:15:00
7,7336,1,0,0,1,2,14,2020-05-20 09:15:00
7,7337,2,0,0,2,7,10,2020-05-20 09:15:00
7,7339,2,5,4,2,15,11,2020-05-20 09:15:00
7,7340,1,0,0,1,4,5,2020-05-20 09:15:00
8,8111,11,13,7,10,212,315,2020-05-20 09:15:00
8,8115,4,2,2,4,18,39,2020-05-20 09:15:00
8,8116,6,6,3,4,31,61,2020-05-20 09:15:00
8,8117,4,2,1,3,33,42,2020-05-20 09:15:00
8,8118,5,14,7,4,132,85,2020-05-20 09:15:00
8,8119,2,7,6,2,70,38,2020-05-20 09:15:00
8,8121,1,6,6,1,30,38,2020-05-20 09:15:00
8,8125,2,4,3,2,15,39,2020-05-20 09:15:00
8,8126,1,0,0,1,5,7,2020-05-20 09:15:00
8,8127,2,3,1,2,16,31,2020-05-20 09:15:00
8,8128,3,5,4,3,33,35,2020-05-20 09:15:00
8,8135,1,1,0,1,8,16,2020-05-20 09:15:00
8,8136,3,2,2,3,26,25,2020-05-20 09:15:00
8,8211,2,0,0,1,14,9,2020-05-20 09:15:00
8,8212,4,0,0,4,53,118,2020-05-20 09:15:00
8,8215,3,5,4,3,17,49,2020-05-20 09:15:00
8,8216,2,0,0,2,0,15,2020-05-20 09:15:00
8,8221,6,11,8,6,113,216,2020-05-20 09:15:00
8,8222,5,8,7,3,29,115,2020-05-20 09:15:00
8,8225,3,0,0,3,5,10,2020-05-20 09:15:00
8,8226,4,4,1,4,11,38,2020-05-20 09:15:00
8,8231,2,2,2,2,33,40,2020-05-20 09:15:00
8,8235,2,2,1,2,10,12,2020-05-20 09:15:00
8,8236,2,0,0,2,3,15,2020-05-20 09:15:00
8,8237,1,0,0,1,6,8,2020-05-20 09:15:00
8,8311,4,11,9,4,40,141,2020-05-20 09:15:00
8,8315,4,0,0,4,48,79,2020-05-20 09:15:00
8,8316,3,1,1,3,8,26,2020-05-20 09:15:00
8,8317,6,7,2,6,62,56,2020-05-20 09:15:00
8,8325,2,4,2,2,5,11,2020-05-20 09:15:00
8,8326,5,15,3,2,43,48,2020-05-20 09:15:00
8,8327,1,3,3,1,14,6,2020-05-20 09:15:00
8,8335,7,0,0,6,25,66,2020-05-20 09:15:00
8,8336,1,0,0,1,11,14,2020-05-20 09:15:00
8,8337,2,3,3,2,10,28,2020-05-20 09:15:00
8,8415,2,1,1,1,16,40,2020-05-20 09:15:00
8,8416,5,12,11,2,22,103,2020-05-20 09:15:00
8,8417,1,7,4,1,8,22,2020-05-20 09:15:00
8,8421,3,5,2,3,78,77,2020-05-20 09:15:00
8,8425,2,2,0,2,19,11,2020-05-20 09:15:00
8,8426,1,1,0,1,16,11,2020-05-20 09:15:00
8,8435,3,2,2,3,33,41,2020-05-20 09:15:00
8,8436,5,3,2,4,17,46,2020-05-20 09:15:00
8,8437,2,1,1,2,14,13,2020-05-20 09:15:00
9,9161,2,0,0,1,18,38,2020-05-20 09:15:00
9,9162,28,70,53,26,230,565,2020-05-20 09:15:00
9,9163,1,3,2,1,42,28,2020-05-20 09:15:00
9,9171,3,0,0,2,5,32,2020-05-20 09:15:00
9,9172,3,2,2,3,4,18,2020-05-20 09:15:00
9,9173,2,2,2,2,7,21,2020-05-20 09:15:00
9,9174,1,4,3,1,43,25,2020-05-20 09:15:00
9,9175,1,1,1,1,10,10,2020-05-20 09:15:00
9,9176,3,4,2,3,23,54,2020-05-20 09:15:00
9,9177,1,0,0,1,12,15,2020-05-20 09:15:00
9,9178,1,2,0,1,6,18,2020-05-20 09:15:00
9,9179,1,0,0,1,5,10,2020-05-20 09:15:00
9,9180,2,0,0,2,46,69,2020-05-20 09:15:00
9,9181,1,1,0,1,3,7,2020-05-20 09:15:00
9,9182,1,1,1,1,25,5,2020-05-20 09:15:00
9,9183,1,4,1,1,18,11,2020-05-20 09:15:00
9,9184,2,0,0,2,8,10,2020-05-20 09:15:00
9,9185,2,2,1,1,4,5,2020-05-20 09:15:00
9,9186,1,0,0,1,6,7,2020-05-20 09:15:00
9,9187,5,11,8,5,26,46,2020-05-20 09:15:00
9,9188,5,2,1,5,45,42,2020-05-20 09:15:00
9,9189,3,4,3,2,17,44,2020-05-20 09:15:00
9,9190,3,0,0,3,23,21,2020-05-20 09:15:00
9,9261,4,1,1,3,18,46,2020-05-20 09:15:00
9,9262,3,1,1,2,19,35,2020-05-20 09:15:00
9,9263,1,1,1,1,17,27,2020-05-20 09:15:00
9,9271,2,8,1,2,8,27,2020-05-20 09:15:00
9,9272,2,0,0,2,11,11,2020-05-20 09:15:00
9,9273,3,0,0,3,25,7,2020-05-20 09:15:00
9,9274,1,2,1,1,5,5,2020-05-20 09:15:00
9,9275,1,2,1,1,6,12,2020-05-20 09:15:00
9,9276,2,1,1,2,15,10,2020-05-20 09:15:00
9,9277,1,4,3,1,26,9,2020-05-20 09:15:00
9,9278,2,1,0,2,18,6,2020-05-20 09:15:00
9,9279,2,4,1,2,5,14,2020-05-20 09:15:00
9,9361,1,2,2,1,13,13,2020-05-20 09:15:00
9,9362,4,31,24,4,89,203,2020-05-20 09:15:00
9,9363,1,10,4,1,19,66,2020-05-20 09:15:00
9,9371,1,2,2,1,8,6,2020-05-20 09:15:00
9,9372,1,0,0,1,5,12,2020-05-20 09:15:00
9,9373,1,1,1,1,14,21,2020-05-20 09:15:00
9,9375,2,5,5,2,3,11,2020-05-20 09:15:00
9,9376,4,2,2,4,31,15,2020-05-20 09:15:00
9,9461,4,1,0,1,24,36,2020-05-20 09:15:00
9,9462,5,1,0,2,20,47,2020-05-20 09:15:00
9,9464,1,0,0,1,11,31,2020-05-20 09:15:00
9,9471,2,0,0,2,13,5,2020-05-20 09:15:00
9,9472,1,0,0,1,6,3,2020-05-20 09:15:00
9,9474,2,0,0,2,7,18,2020-05-20 09:15:00
9,9475,2,1,1,2,7,10,2020-05-20 09:15:00
9,9476,1,1,1,1,4,11,2020-05-20 09:15:00
9,9477,1,1,1,1,4,34,2020-05-20 09:15:00
9,9478,2,3,2,2,8,21,2020-05-20 09:15:00
9,9479,2,0,0,2,13,7,2020-05-20 09:15:00
9,9561,2,2,2,2,18,13,2020-05-20 09:15:00
9,9562,2,0,0,2,3,23,2020-05-20 09:15:00
9,9563,2,2,2,2,23,30,2020-05-20 09:15:00
9,9564,8,6,6,6,100,141,2020-05-20 09:15:00
9,9565,1,0,0,1,3,4,2020-05-20 09:15:00
9,9571,3,1,1,3,21,10,2020-05-20 09:15:00
9,9572,1,2,0,1,3,3,2020-05-20 09:15:00
9,9574,3,0,0,3,7,16,2020-05-20 09:15:00
9,9575,3,1,0,2,21,50,2020-05-20 09:15:00
9,9576,1,0,0,1,7,5,2020-05-20 09:15:00
9,9577,2,1,1,2,6,10,2020-05-20 09:15:00
9,9661,1,7,5,1,14,47,2020-05-20 09:15:00
9,9662,2,1,1,2,5,46,2020-05-20 09:15:00
9,9663,3,7,7,3,47,114,2020-05-20 09:15:00
9,9671,1,0,0,1,3,6,2020-05-20 09:15:00
9,9672,4,1,0,4,9,47,2020-05-20 09:15:00
9,9673,1,0,0,1,61,114,2020-05-20 09:15:00
9,9674,2,0,0,2,8,8,2020-05-20 09:15:00
9,9675,1,0,0,1,5,6,2020-05-20 09:15:00
9,9676,1,0,0,1,3,11,2020-05-20 09:15:00
9,9677,1,0,0,1,5,4,2020-05-20 09:15:00
9,9678,2,0,0,2,10,14,2020-05-20 09:15:00
9,9679,1,0,0,1,8,4,2020-05-20 09:15:00
9,9761,3,0,0,2,32,118,2020-05-20 09:15:00
9,9762,1,1,0,1,10,21,2020-05-20 09:15:00
9,9763,1,1,1,1,8,24,2020-05-20 09:15:00
9,9764,1,0,0,1,12,19,2020-05-20 09:15:00
9,9771,2,3,2,2,9,17,2020-05-20 09:15:00
9,9772,2,0,0,2,5,8,2020-05-20 09:15:00
9,9773,2,0,0,2,9,15,2020-05-20 09:15:00
9,9774,4,1,0,4,23,48,2020-05-20 09:15:00
9,9775,2,4,0,2,6,14,2020-05-20 09:15:00
9,9776,2,0,0,2,8,6,2020-05-20 09:15:00
9,9777,3,0,0,3,10,13,2020-05-20 09:15:00
9,9778,2,0,0,2,9,12,2020-05-20 09:15:00
9,9779,2,1,0,2,4,12,2020-05-20 09:15:00
9,9780,1,1,1,1,25,11,2020-05-20 09:15:00
10,10041,7,4,3,7,100,120,2020-05-20 09:15:00
10,10042,2,1,1,2,13,12,2020-05-20 09:15:00
10,10043,3,0,0,3,23,26,2020-05-20 09:15:00
10,10044,4,1,1,3,34,37,2020-05-20 09:15:00
10,10045,2,8,2,2,103,169,2020-05-20 09:15:00
10,10046,1,0,0,1,4,12,2020-05-20 09:15:00
11,11000,60,69,62,42,412,1093,2020-05-20 09:15:00
12,12051,3,0,0,3,9,54,2020-05-20 09:15:00
12,12052,2,0,0,2,48,62,2020-05-20 09:15:00
12,12053,1,0,0,1,13,28,2020-05-20 09:15:00
12,12054,4,4,2,4,28,39,2020-05-20 09:15:00
12,12060,2,9,4,2,43,69,2020-05-20 09:15:00
12,12061,5,0,0,5,13,59,2020-05-20 09:15:00
12,12062,3,0,0,3,25,18,2020-05-20 09:15:00
12,12063,3,1,0,2,15,12,2020-05-20 09:15:00
12,12064,3,2,2,3,20,19,2020-05-20 09:15:00
12,12065,5,0,0,5,35,24,2020-05-20 09:15:00
12,12066,1,4,1,1,18,22,2020-05-20 09:15:00
12,12067,4,2,2,4,89,63,2020-05-20 09:15:00
12,12068,3,0,0,3,21,25,2020-05-20 09:15:00
12,12069,3,0,0,3,40,61,2020-05-20 09:15:00
12,12070,2,1,0,2,16,9,2020-05-20 09:15:00
12,12071,3,0,0,3,11,12,2020-05-20 09:15:00
12,12072,2,0,0,2,10,12,2020-05-20 09:15:00
12,12073,4,0,0,4,22,23,2020-05-20 09:15:00
13,13003,2,1,1,2,37,82,2020-05-20 09:15:00
13,13004,1,0,0,1,5,49,2020-05-20 09:15:00
13,13071,5,2,0,5,38,54,2020-05-20 09:15:00
13,13072,6,0,0,4,34,33,2020-05-20 09:15:00
13,13073,4,0,0,4,29,41,2020-05-20 09:15:00
13,13074,2,0,0,2,16,31,2020-05-20 09:15:00
13,13075,7,1,1,7,65,164,2020-05-20 09:15:00
13,13076,7,2,0,7,34,123,2020-05-20 09:15:00
14,14511,3,2,0,3,33,142,2020-05-20 09:15:00
14,14521,6,4,2,6,47,45,2020-05-20 09:15:00
14,14522,5,0,0,5,43,28,2020-05-20 09:15:00
14,14523,4,0,0,4,37,55,2020-05-20 09:15:00
14,14524,5,4,2,5,32,85,2020-05-20 09:15:00
14,14612,12,3,3,6,81,207,2020-05-20 09:15:00
14,14625,6,2,1,5,25,39,2020-05-20 09:15:00
14,14626,6,0,0,6,28,38,2020-05-20 09:15:00
14,14627,5,1,0,5,44,52,2020-05-20 09:15:00
14,14628,6,29,6,6,56,70,2020-05-20 09:15:00
14,14713,9,3,2,7,141,290,2020-05-20 09:15:00
14,14729,3,0,0,3,23,29,2020-05-20 09:15:00
14,14730,8,0,0,8,40,41,2020-05-20 09:15:00
15,15001,1,0,0,1,2,4,2020-05-20 09:15:00
15,15002,6,6,3,5,79,220,2020-05-20 09:15:00
15,15003,7,1,1,5,41,185,2020-05-20 09:15:00
15,15081,2,0,0,2,7,13,2020-05-20 09:15:00
15,15082,3,0,0,3,35,36,2020-05-20 09:15:00
15,15083,2,1,0,2,17,21,2020-05-20 09:15:00
15,15084,3,0,0,3,29,28,2020-05-20 09:15:00
15,15085,4,0,0,4,26,29,2020-05-20 09:15:00
15,15086,2,1,1,2,13,19,2020-05-20 09:15:00
15,15087,3,0,0,3,26,11,2020-05-20 09:15:00
15,15088,2,0,0,2,7,16,2020-05-20 09:15:00
15,15089,4,0,0,4,29,44,2020-05-20 09:15:00
15,15090,2,0,0,2,21,27,2020-05-20 09:15:00
15,15091,2,0,0,2,33,30,2020-05-20 09:15:00
16,16051,2,2,0,2,33,63,2020-05-20 09:15:00
16,16052,1,2,1,1,8,38,2020-05-20 09:15:00
16,16053,2,5,1,1,28,93,2020-05-20 09:15:00
16,16054,1,1,0,1,20,14,2020-05-20 09:15:00
16,16055,1,0,0,1,7,9,2020-05-20 09:15:00
16,16056,1,0,0,1,19,25,2020-05-20 09:15:00
16,16061,3,0,0,3,13,17,2020-05-20 09:15:00
16,16062,3,4,2,3,47,34,2020-05-20 09:15:00
16,16063,3,0,0,3,18,69,2020-05-20 09:15:00
16,16064,3,3,2,3,44,29,2020-05-20 09:15:00
16,16065,1,0,0,1,6,6,2020-05-20 09:15:00
16,16066,2,3,1,2,16,31,2020-05-20 09:15:00
16,16067,2,4,1,2,17,24,2020-05-20 09:15:00
16,16068,1,0,0,1,10,6,2020-05-20 09:15:00
16,16069,1,0,0,1,2,6,2020-05-20 09:15:00
16,16070,2,0,0,2,8,8,2020-05-20 09:15:00
16,16071,3,4,3,3,45,81,2020-05-20 09:15:00
16,16072,1,0,0,1,4,4,2020-05-20 09:15:00
16,16073,1,0,0,1,8,14,2020-05-20 09:15:00
16,16074,1,0,0,1,10,6,2020-05-20 09:15:00
16,16075,1,0,0,1,6,1,2020-05-20 09:15:00
16,16076,1,4,3,1,10,7,2020-05-20 09:15:00
16,16077,2,0,0,1,31,29,2020-05-20 09:15:00
1,1001,2,1,1,2,51,34,2020-05-17 09:15:00
1,1002,5,2,1,3,120,120,2020-05-17 09:15:00
1,1003,2,2,2,2,112,111,2020-05-17 09:15:00
1,1004,1,0,0,1,20,20,2020-05-17 09:15:00
1,1051,1,2,2,1,56,29,2020-05-17 09:15:00
1,1053,2,0,0,2,8,14,2020-05-17 09:15:00
1,1054,3,0,0,3,25,19,2020-05-17 09:15:00
1,1055,3,0,0,3,23,29,2020-05-17 09:15:00
1,1056,2,1,0,2,9,24,2020-05-17 09:15:00
1,1057,1,0,0,1,3,9,2020-05-17 09:15:00
1,1058,3,1,0,3,21,29,2020-05-17 09:15:00
1,1059,1,0,0,1,11,13,2020-05-17 09:15:00
1,1060,4,0,0,4,65,66,2020-05-17 09:15:00
1,1061,1,0,0,1,13,27,2020-05-17 09:15:00
1,1062,3,1,1,3,25,35,2020-05-17 09:15:00
2,2000,28,42,33,24,383,602,2020-05-17 09:15:00
3,3101,5,2,0,5,59,94,2020-05-17 09:15:00
3,3102,2,0,0,2,13,14,2020-05-17 09:15:00
3,3103,1,2,0,1,29,19,2020-05-17 09:15:00
3,3151,2,0,0,2,14,14,2020-05-17 09:15:00
3,3153,3,4,1,3,38,36,2020-05-17 09:15:00
3,3154,1,0,0,1,22,12,2020-05-17 09:15:00
3,3155,2,2,1,2,8,15,2020-05-17 09:15:00
3,3157,1,0,0,1,9,13,2020-05-17 09:15:00
3,3158,1,3,3,1,6,10,2020-05-17 09:15:00
3,3159,7,6,3,7,64,127,2020-05-17 09:15:00
3,3241,16,18,14,16,144,348,2020-05-17 09:15:00
3,3251,3,2,0,3,15,12,2020-05-17 09:15:00
3,3252,4,1,1,4,16,52,2020-05-17 09:15:00
3,3254,5,6,5,4,37,63,2020-05-17 09:15:00
3,3255,1,0,0,1,5,9,2020-05-17 09:15:00
3,3256,1,0,0,1,20,14,2020-05-17 09:15:00
3,3257,1,1,1,1,9,15,2020-05-17 09:15:00
3,3351,3,1,0,1,22,25,2020-05-17 09:15:00
3,3352,2,0,0,2,6,11,2020-05-17 09:15:00
3,3353,3,0,0,3,21,44,2020-05-17 09:15:00
3,3354,1,0,0,1,26,2,2020-05-17 09:15:00
3,3355,2,0,0,2,23,15,2020-05-17 09:15:00
3,3356,2,0,0,2,3,13,2020-05-17 09:15:00
3,3357,3,0,0,2,9,25,2020-05-17 09:15:00
3,3358,3,0,0,3,17,25,2020-05-17 09:15:00
3,3359,3,0,0,2,8,29,2020-05-17 09:15:00
3,3360,2,0,0,2,28,51,2020-05-17 09:15:00
3,3361,2,1,0,2,9,8,2020-05-17 09:15:00
3,3401,1,2,2,1,13,16,2020-05-17 09:15:00
3,3402,1,0,0,1,12,9,2020-05-17 09:15:00
3,3403,4,8,7,3,176,84,2020-05-17 09:15:00
3,3404,4,5,3,4,96,54,2020-05-17 09:15:00
3,3405,1,1,1,1,6,28,2020-05-17 09:15:00
3,3451,3,1,1,2,16,24,2020-05-17 09:15:00
3,3452,3,0,0,3,17,25,2020-05-17 09:15:00
3,3453,3,1,1,3,12,36,2020-05-17 09:15:00
3,3454,7,2,1,7,42,66,2020-05-17 09:15:00
3,3455,2,0,0,2,13,25,2020-05-17 09:15:00
3,3456,1,3,3,1,13,17,2020-05-17 09:15:00
3,3457,3,0,0,2,15,28,2020-05-17 09:15:00
3,3458,1,0,0,1,8,7,2020-05-17 09:15:00
3,3459,8,1,1,7,71,73,2020-05-17 09:15:00
3,3460,3,0,0,3,50,19,2020-05-17 09:15:00
3,3461,2,0,0,2,5,12,2020-05-17 09:15:00
3,3462,1,0,0,1,7,6,2020-05-17 09:15:00
4,4011,10,6,3,9,100,94,2020-05-17 09:15:00
4,4012,2,2,2,2,6,22,2020-05-17 09:15:00
5,5111,12,12,5,11,85,217,2020-05-17 09:15:00
5,5112,13,10,8,9,87,173,2020-05-17 09:15:00
5,5113,15,16,13,14,104,265,2020-05-17 09:15:00
5,5114,6,5,5,4,21,82,2020-05-17 09:15:00
5,5116,5,4,3,4,44,74,2020-05-17 09:15:00
5,5117,2,3,2,2,22,32,2020-05-17 09:15:00
5,5119,6,0,0,4,37,42,2020-05-17 09:15:00
5,5120,1,0,0,1,13,24,2020-05-17 09:15:00
5,5122,3,7,6,3,36,57,2020-05-17 09:15:00
5,5124,5,5,4,5,118,94,2020-05-17 09:15:00
5,5154,5,7,6,5,23,41,2020-05-17 09:15:00
5,5158,5,2,2,5,38,36,2020-05-17 09:15:00
5,5162,7,4,3,6,38,82,2020-05-17 09:15:00
5,5166,4,1,1,4,26,35,2020-05-17 09:15:00
5,5170,9,9,2,8,62,106,2020-05-17 09:15:00
5,5314,15,13,8,10,71,208,2020-05-17 09:15:00
5,5315,26,9,8,18,107,340,2020-05-17 09:15:00
5,5316,4,0,0,2,44,45,2020-05-17 09:15:00
5,5334,10,26,24,7,77,245,2020-05-17 09:15:00
5,5358,6,4,1,5,31,46,2020-05-17 09:15:00
5,5362,7,5,4,7,36,41,2020-05-17 09:15:00
5,5366,3,3,1,3,5,48,2020-05-17 09:15:00
5,5370,3,3,1,3,9,21,2020-05-17 09:15:00
5,5374,7,0,0,7,39,59,2020-05-17 09:15:00
5,5378,4,1,0,4,19,33,2020-05-17 09:15:00
5,5382,6,1,0,6,19,73,2020-05-17 09:15:00
5,5512,2,1,0,2,49,17,2020-05-17 09:15:00
5,5513,6,4,0,4,54,80,2020-05-17 09:15:00
5,5515,8,6,5,7,59,203,2020-05-17 09:15:00
5,5554,5,3,3,5,28,49,2020-05-17 09:15:00
5,5558,3,1,0,3,20,17,2020-05-17 09:15:00
5,5562,14,1,0,14,120,177,2020-05-17 09:15:00
5,5566,5,6,6,5,34,57,2020-05-17 09:15:00
5,5570,4,0,0,4,33,22,2020-05-17 09:15:00
5,5711,4,2,2,4,39,106,2020-05-17 09:15:00
5,5754,3,1,0,3,22,28,2020-05-17 09:15:00
5,5758,4,2,2,3,29,43,2020-05-17 09:15:00
5,5762,5,2,2,5,23,23,2020-05-17 09:15:00
5,5766,2,3,1,2,27,55,2020-05-17 09:15:00
5,5770,6,4,3,6,58,94,2020-05-17 09:15:00
5,5774,5,5,5,4,46,75,2020-05-17 09:15:00
5,5911,8,2,2,6,100,155,2020-05-17 09:15:00
5,5913,9,4,4,9,71,238,2020-05-17 09:15:00
5,5914,5,4,1,5,52,43,2020-05-17 09:15:00
5,5915,6,0,0,5,41,48,2020-05-17 09:15:00
5,5916,4,4,4,4,24,45,2020-05-17 09:15:00
5,5954,6,1,0,6,47,62,2020-05-17 09:15:00
5,5958,8,3,3,8,50,61,2020-05-17 09:15:00
5,5962,8,6,3,8,53,76,2020-05-17 09:15:00
5,5966,3,2,2,3,23,24,2020-05-17 09:15:00
5,5970,6,1,1,6,51,89,2020-05-17 09:15:00
5,5974,8,0,0,7,37,60,2020-05-17 09:15:00
5,5978,8,1,0,8,50,76,2020-05-17 09:15:00
6,6411,6,4,3,4,29,48,2020-05-17 09:15:00
6,6412,16,22,15,12,93,252,2020-05-17 09:15:00
6,6413,2,2,2,2,53,61,2020-05-17 09:15:00
6,6414,5,6,6,4,56,81,2020-05-17 09:15:00
6,6431,5,1,0,5,17,29,2020-05-17 09:15:00
6,6432,2,8,4,2,2,25,2020-05-17 09:15:00
6,6433,2,2,2,2,8,18,2020-05-17 09:15:00
6,6434,3,0,0,3,8,24,2020-05-17 09:15:00
6,6435,4,4,4,4,40,53,2020-05-17 09:15:00
6,6436,2,2,2,2,14,20,2020-05-17 09:15:00
6,6437,2,8,6,2,25,118,2020-05-17 09:15:00
6,6438,2,9,8,2,17,38,2020-05-17 09:15:00
6,6439,2,2,1,2,16,9,2020-05-17 09:15:00
6,6440,5,4,1,5,68,68,2020-05-17 09:15:00
6,6531,4,12,7,4,47,220,2020-05-17 09:15:00
6,6532,2,1,0,2,23,38,2020-05-17 09:15:00
6,6533,3,0,0,3,15,43,2020-05-17 09:15:00
6,6534,4,2,1,3,51,139,2020-05-17 09:15:00
6,6535,4,1,1,4,29,15,2020-05-17 09:15:00
6,6611,6,3,2,6,48,142,2020-05-17 09:15:00
6,6631,4,5,3,4,19,61,2020-05-17 09:15:00
6,6632,3,0,0,3,35,39,2020-05-17 09:15:00
6,6633,4,0,0,4,17,24,2020-05-17 09:15:00
6,6634,3,2,1,3,32,21,2020-05-17 09:15:00
6,6635,7,1,1,7,39,89,2020-05-17 09:15:00
6,6636,3,0,0,3,36,22,2020-05-17 09:15:00
7,7111,5,0,0,4,51,56,2020-05-17 09:15:00
7,7131,2,1,0,2,7,18,2020-05-17 09:15:00
7,7132,2,0,0,2,13,8,2020-05-17 09:15:00
7,7133,4,0,0,4,27,24,2020-05-17 09:15:00
7,7134,2,0,0,2,15,13,2020-05-17 09:15:00
7,7135,2,0,0,2,11,7,2020-05-17 09:15:00
7,7137,4,0,0,4,26,18,2020-05-17 09:15:00
7,7138,5,0,0,5,37,41,2020-05-17 09:15:00
7,7140,2,0,0,2,8,6,2020-05-17 09:15:00
7,7141,5,3,3,5,27,20,2020-05-17 09:15:00
7,7143,4,0,0,4,21,18,2020-05-17 09:15:00
7,7211,4,2,0,3,42,78,2020-05-17 09:15:00
7,7231,2,1,0,2,18,15,2020-05-17 09:15:00
7,7232,2,0,0,2,10,9,2020-05-17 09:15:00
7,7233,2,1,1,2,15,1,2020-05-17 09:15:00
7,7235,2,0,0,2,4,12,2020-05-17 09:15:00
7,7311,1,0,0,1,7,15,2020-05-17 09:15:00
7,7312,1,3,3,1,59,115,2020-05-17 09:15:00
7,7313,3,0,0,2,14,6,2020-05-17 09:15:00
7,7314,4,1,1,4,51,79,2020-05-17 09:15:00
7,7315,2,6,2,2,48,97,2020-05-17 09:15:00
7,7316,1,0,0,1,12,9,2020-05-17 09:15:00
