bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
5,5114,6,0,0,4,25,78,2020-06-03 09:15:00
5,5116,5,1,1,4,47,76,2020-06-03 09:15:00
5,5117,2,2,1,2,23,31,2020-06-03 09:15:00
5,5119,6,0,0,4,38,45,2020-06-03 09:15:00
5,5120,1,0,0,1,15,21,2020-06-03 09:15:00
5,5122,3,4,4,3,40,53,2020-06-03 09:15:00
5,5124,5,3,3,5,76,113,2020-06-03 09:15:00
5,5154,5,1,0,5,21,52,2020-06-03 09:15:00
5,5158,6,2,0,6,33,42,2020-06-03 09:15:00
5,5162,7,1,0,6,37,83,2020-06-03 09:15:00
5,5166,4,0,0,4,34,28,2020-06-03 09:15:00
5,5170,9,8,2,8,70,113,2020-06-03 09:15:00
5,5314,16,11,5,11,79,210,2020-06-03 09:15:00
5,5315,26,4,3,18,80,367,2020-06-03 09:15:00
5,5316,4,0,0,2,42,46,2020-06-03 09:15:00
5,5334,10,13,11,7,62,276,2020-06-03 09:15:00
5,5358,5,0,0,4,26,25,2020-06-03 09:15:00
5,5362,7,0,0,7,24,57,2020-06-03 09:15:00
5,5366,3,2,1,3,7,33,2020-06-03 09:15:00
5,5370,3,1,0,3,14,22,2020-06-03 09:15:00
5,5374,7,2,0,7,33,78,2020-06-03 09:15:00
5,5378,4,0,0,4,31,21,2020-06-03 09:15:00
5,5382,6,1,0,6,20,73,2020-06-03 09:15:00
5,5512,2,1,1,2,41,25,2020-06-03 09:15:00
5,5513,6,0,0,4,68,66,2020-06-03 09:15:00
5,5515,8,2,2,7,39,234,2020-06-03 09:15:00
5,5554,5,2,1,5,28,51,2020-06-03 09:15:00
5,5558,3,0,0,3,18,21,2020-06-03 09:15:00
5,5562,14,0,0,14,98,182,2020-06-03 09:15:00
5,5566,5,6,6,5,26,65,2020-06-03 09:15:00
5,5570,4,0,0,4,30,25,2020-06-03 09:15:00
5,5711,4,1,1,4,23,125,2020-06-03 09:15:00
5,5754,3,1,0,3,22,32,2020-06-03 09:15:00
5,5758,4,2,2,3,19,49,2020-06-03 09:15:00
5,5762,5,0,0,5,17,25,2020-06-03 09:15:00
5,5766,2,0,0,2,26,55,2020-06-03 09:15:00
5,5770,6,5,2,6,54,98,2020-06-03 09:15:00
5,5774,5,3,2,4,49,74,2020-06-03 09:15:00
5,5911,8,1,1,6,98,157,2020-06-03 09:15:00
5,5913,9,4,0,9,62,244,2020-06-03 09:15:00
5,5914,5,1,1,5,41,47,2020-06-03 09:15:00
5,5915,6,1,1,5,45,52,2020-06-03 09:15:00
5,5916,4,2,1,4,29,40,2020-06-03 09:15:00
5,5954,7,1,0,6,41,93,2020-06-03 09:15:00
5,5958,9,4,3,9,55,69,2020-06-03 09:15:00
5,5962,8,2,0,8,40,86,2020-06-03 09:15:00
5,5966,3,1,1,3,24,15,2020-06-03 09:15:00
5,5970,6,0,0,6,48,91,2020-06-03 09:15:00
5,5974,7,0,0,6,28,47,2020-06-03 09:15:00
5,5978,7,3,1,7,45,80,2020-06-03 09:15:00
6,6411,7,1,0,4,41,74,2020-06-03 09:15:00
6,6412,15,7,6,12,69,242,2020-06-03 09:15:00
6,6413,2,2,2,2,45,69,2020-06-03 09:15:00
6,6414,5,6,4,4,41,83,2020-06-03 09:15:00
6,6431,5,0,0,5,9,35,2020-06-03 09:15:00
6,6432,2,6,1,2,3,24,2020-06-03 09:15:00
6,6433,2,1,0,2,3,20,2020-06-03 09:15:00
6,6434,3,0,0,3,9,22,2020-06-03 09:15:00
6,6435,4,2,1,4,35,57,2020-06-03 09:15:00
6,6436,2,0,0,2,6,24,2020-06-03 09:15:00
6,6437,2,5,3,2,9,115,2020-06-03 09:15:00
6,6438,2,5,5,2,24,32,2020-06-03 09:15:00
6,6439,2,0,0,2,18,4,2020-06-03 09:15:00
6,6440,5,3,0,5,59,75,2020-06-03 09:15:00
6,6531,4,8,3,4,57,215,2020-06-03 09:15:00
6,6532,2,0,0,2,27,42,2020-06-03 09:15:00
6,6533,3,0,0,3,22,42,2020-06-03 09:15:00
6,6534,3,1,1,3,35,146,2020-06-03 09:15:00
6,6535,4,0,0,4,20,19,2020-06-03 09:15:00
6,6611,6,2,2,6,48,145,2020-06-03 09:15:00
6,6631,3,1,0,3,26,55,2020-06-03 09:15:00
6,6632,3,0,0,3,34,42,2020-06-03 09:15:00
6,6633,3,1,0,3,19,16,2020-06-03 09:15:00
6,6634,3,0,0,3,33,19,2020-06-03 09:15:00
6,6635,7,0,0,7,43,83,2020-06-03 09:15:00
6,6636,3,0,0,3,37,21,2020-06-03 09:15:00
7,7111,5,0,0,4,49,66,2020-06-03 09:15:00
7,7131,2,0,0,2,11,14,2020-06-03 09:15:00
7,7132,2,0,0,2,12,8,2020-06-03 09:15:00
7,7133,4,0,0,4,28,22,2020-06-03 09:15:00
7,7134,2,0,0,2,5,19,2020-06-03 09:15:00
7,7135,2,0,0,2,18,4,2020-06-03 09:15:00
7,7137,4,1,1,4,31,14,2020-06-03 09:15:00
7,7138,5,0,0,5,40,35,2020-06-03 09:15:00
7,7140,2,0,0,2,7,8,2020-06-03 09:15:00
7,7141,5,0,0,5,17,30,2020-06-03 09:15:00
7,7143,4,0,0,4,11,26,2020-06-03 09:15:00
7,7211,4,0,0,3,52,67,2020-06-03 09:15:00
7,7231,2,0,0,2,17,15,2020-06-03 09:15:00
7,7232,2,0,0,2,4,13,2020-06-03 09:15:00
7,7233,2,0,0,2,15,1,2020-06-03 09:15:00
7,7235,2,0,0,2,8,8,2020-06-03 09:15:00
7,7311,1,0,0,1,6,15,2020-06-03 09:15:00
7,7312,1,2,1,1,73,92,2020-06-03 09:15:00
7,7313,3,0,0,2,9,6,2020-06-03 09:15:00
7,7314,4,1,0,4,69,61,2020-06-03 09:15:00
7,7315,2,0,0,2,39,97,2020-06-03 09:15:00
7,7316,1,0,0,1,15,6,2020-06-03 09:15:00
7,7317,1,0,0,1,7,9,2020-06-03 09:15:00
7,7318,3,2,1,2,9,26,2020-06-03 09:15:00
7,7319,1,0,0,1,7,20,2020-06-03 09:15:00
7,7320,1,0,0,1,6,8,2020-06-03 09:15:00
7,7331,1,1,0,1,2,5,2020-06-03 09:15:00
7,7332,2,0,0,2,9,10,2020-06-03 09:15:00
7,7333,2,0,0,2,3,9,2020-06-03 09:15:00
7,7334,2,0,0,2,20,9,2020-06-03 09:15:00
7,7335,1,0,0,1,11,3,2020-06-03 09:15:00
7,7336,1,0,0,1,5,11,2020-06-03 09:15:00
7,7337,2,0,0,2,7,10,2020-06-03 09:15:00
7,7339,2,4,3,2,11,16,2020-06-03 09:15:00
7,7340,1,0,0,1,4,5,2020-06-03 09:15:00
8,8111,11,10,6,9,208,311,2020-06-03 09:15:00
8,8115,4,0,0,4,24,28,2020-06-03 09:15:00
8,8116,6,1,1,4,26,61,2020-06-03 09:15:00
8,8117,4,0,0,3,36,39,2020-06-03 09:15:00
8,8118,5,13,7,4,134,83,2020-06-03 09:15:00
8,8119,2,3,1,2,68,41,2020-06-03 09:15:00
8,8121,1,2,1,1,27,41,2020-06-03 09:15:00
8,8125,2,0,0,2,10,43,2020-06-03 09:15:00
8,8126,1,1,0,1,4,8,2020-06-03 09:15:00
8,8127,2,1,1,2,14,33,2020-06-03 09:15:00
8,8128,3,2,2,3,29,39,2020-06-03 09:15:00
8,8135,1,1,0,1,12,12,2020-06-03 09:15:00
8,8136,3,1,0,3,25,28,2020-06-03 09:15:00
8,8211,2,1,0,1,13,11,2020-06-03 09:15:00
8,8212,4,1,0,4,69,112,2020-06-03 09:15:00
8,8215,3,3,2,3,20,46,2020-06-03 09:15:00
8,8216,2,0,0,2,3,12,2020-06-03 09:15:00
8,8221,6,8,5,6,109,220,2020-06-03 09:15:00
8,8222,5,2,2,3,33,95,2020-06-03 09:15:00
8,8225,3,1,0,3,5,9,2020-06-03 09:15:00
8,8226,4,1,0,4,10,39,2020-06-03 09:15:00
8,8231,2,2,2,2,32,41,2020-06-03 09:15:00
8,8235,2,0,0,2,12,10,2020-06-03 09:15:00
8,8236,2,0,0,2,7,8,2020-06-03 09:15:00
8,8237,1,0,0,1,4,10,2020-06-03 09:15:00
8,8311,4,5,4,4,107,143,2020-06-03 09:15:00
8,8315,4,0,0,4,53,74,2020-06-03 09:15:00
8,8316,3,1,1,3,7,26,2020-06-03 09:15:00
8,8317,6,1,1,6,64,58,2020-06-03 09:15:00
8,8325,2,1,1,2,5,8,2020-06-03 09:15:00
8,8326,5,15,1,2,37,53,2020-06-03 09:15:00
8,8327,1,1,1,1,11,9,2020-06-03 09:15:00
8,8335,7,0,0,6,25,66,2020-06-03 09:15:00
8,8336,1,0,0,1,6,16,2020-06-03 09:15:00
8,8337,2,1,1,2,12,25,2020-06-03 09:15:00
8,8415,2,1,1,1,12,28,2020-06-03 09:15:00
8,8416,5,8,5,2,25,102,2020-06-03 09:15:00
8,8417,1,1,0,1,12,18,2020-06-03 09:15:00
8,8421,3,0,0,3,46,87,2020-06-03 09:15:00
8,8425,2,0,0,2,20,8,2020-06-03 09:15:00
8,8426,1,0,0,1,16,11,2020-06-03 09:15:00
8,8435,3,0,0,3,41,33,2020-06-03 09:15:00
8,8436,5,2,1,4,12,48,2020-06-03 09:15:00
8,8437,2,0,0,2,17,10,2020-06-03 09:15:00
9,9161,2,7,2,1,4,41,2020-06-03 09:15:00
9,9162,28,47,31,26,238,558,2020-06-03 09:15:00
9,9163,1,0,0,1,45,25,2020-06-03 09:15:00
9,9171,3,0,0,2,12,29,2020-06-03 09:15:00
9,9172,3,2,2,3,1,21,2020-06-03 09:15:00
9,9173,2,1,1,2,6,22,2020-06-03 09:15:00
9,9174,1,3,3,1,41,27,2020-06-03 09:15:00
9,9175,1,1,1,1,13,7,2020-06-03 09:15:00
9,9176,3,4,2,3,23,53,2020-06-03 09:15:00
9,9177,1,0,0,1,7,20,2020-06-03 09:15:00
9,9178,1,0,0,1,3,19,2020-06-03 09:15:00
9,9179,1,0,0,1,3,12,2020-06-03 09:15:00
9,9180,2,0,0,2,57,58,2020-06-03 09:15:00
9,9181,1,0,0,1,3,7,2020-06-03 09:15:00
9,9182,1,0,0,1,23,7,2020-06-03 09:15:00
9,9183,1,0,0,1,13,13,2020-06-03 09:15:00
9,9184,2,0,0,2,8,9,2020-06-03 09:15:00
9,9185,2,1,1,1,3,6,2020-06-03 09:15:00
9,9186,1,0,0,1,8,5,2020-06-03 09:15:00
9,9187,5,8,3,5,19,47,2020-06-03 09:15:00
9,9188,5,5,4,5,44,45,2020-06-03 09:15:00
9,9189,3,3,0,2,14,47,2020-06-03 09:15:00
9,9190,3,0,0,3,20,24,2020-06-03 09:15:00
9,9261,5,2,1,3,23,48,2020-06-03 09:15:00
9,9262,3,0,0,2,21,33,2020-06-03 09:15:00
9,9263,1,1,0,1,28,15,2020-06-03 09:15:00
9,9271,2,3,2,2,2,33,2020-06-03 09:15:00
9,9272,2,0,0,2,7,14,2020-06-03 09:15:00
9,9273,3,1,0,3,23,9,2020-06-03 09:15:00
9,9274,1,1,0,1,4,6,2020-06-03 09:15:00
9,9275,1,2,2,1,5,13,2020-06-03 09:15:00
9,9276,2,0,0,2,11,14,2020-06-03 09:15:00
9,9277,1,1,1,1,27,8,2020-06-03 09:15:00
9,9278,2,1,0,2,14,10,2020-06-03 09:15:00
9,9279,2,1,0,2,13,12,2020-06-03 09:15:00
9,9361,1,2,1,1,21,17,2020-06-03 09:15:00
9,9362,4,17,10,4,105,187,2020-06-03 09:15:00
9,9363,1,6,4,1,20,53,2020-06-03 09:15:00
9,9371,1,1,1,1,8,6,2020-06-03 09:15:00
9,9372,1,0,0,1,6,11,2020-06-03 09:15:00
9,9373,1,1,0,1,19,16,2020-06-03 09:15:00
9,9375,2,4,1,2,3,11,2020-06-03 09:15:00
9,9376,4,0,0,4,33,13,2020-06-03 09:15:00
9,9377,1,0,0,1,4,8,2020-06-03 09:15:00
9,9461,4,0,0,1,25,35,2020-06-03 09:15:00
9,9462,5,0,0,2,17,43,2020-06-03 09:15:00
9,9463,1,1,1,1,11,25,2020-06-03 09:15:00
9,9464,1,0,0,1,8,34,2020-06-03 09:15:00
9,9471,2,0,0,2,10,9,2020-06-03 09:15:00
9,9472,1,0,0,1,6,3,2020-06-03 09:15:00
9,9474,2,0,0,2,6,17,2020-06-03 09:15:00
9,9475,2,0,0,2,6,11,2020-06-03 09:15:00
9,9476,1,1,0,1,1,14,2020-06-03 09:15:00
9,9477,1,0,0,1,12,26,2020-06-03 09:15:00
9,9478,2,3,0,2,7,22,2020-06-03 09:15:00
9,9479,2,0,0,2,16,4,2020-06-03 09:15:00
9,9561,2,1,1,2,6,18,2020-06-03 09:15:00
9,9562,3,3,1,3,38,130,2020-06-03 09:15:00
9,9563,2,1,1,2,23,30,2020-06-03 09:15:00
9,9564,8,2,1,6,94,146,2020-06-03 09:15:00
9,9565,1,0,0,1,4,3,2020-06-03 09:15:00
9,9571,2,1,1,2,5,12,2020-06-03 09:15:00
9,9572,1,0,0,1,0,6,2020-06-03 09:15:00
9,9574,3,0,0,3,4,20,2020-06-03 09:15:00
9,9575,3,0,0,2,20,51,2020-06-03 09:15:00
9,9576,1,0,0,1,4,7,2020-06-03 09:15:00
9,9577,2,0,0,2,4,12,2020-06-03 09:15:00
9,9661,2,1,1,1,7,48,2020-06-03 09:15:00
9,9662,2,2,1,2,0,47,2020-06-03 09:15:00
9,9663,3,4,4,3,63,96,2020-06-03 09:15:00
9,9671,1,0,0,1,0,8,2020-06-03 09:15:00
9,9672,4,1,0,4,14,42,2020-06-03 09:15:00
9,9673,1,0,0,1,41,120,2020-06-03 09:15:00
9,9674,2,0,0,2,10,7,2020-06-03 09:15:00
9,9675,1,0,0,1,2,7,2020-06-03 09:15:00
9,9676,1,0,0,1,1,13,2020-06-03 09:15:00
9,9677,1,0,0,1,4,5,2020-06-03 09:15:00
9,9678,2,0,0,2,3,3,2020-06-03 09:15:00
9,9679,1,0,0,1,6,6,2020-06-03 09:15:00
9,9761,3,1,0,2,40,103,2020-06-03 09:15:00
9,9762,1,0,0,1,20,11,2020-06-03 09:15:00
9,9763,1,0,0,1,10,21,2020-06-03 09:15:00
9,9764,1,0,0,1,13,21,2020-06-03 09:15:00
9,9771,2,2,0,2,9,16,2020-06-03 09:15:00
9,9772,2,0,0,2,2,13,2020-06-03 09:15:00
9,9773,2,0,0,2,5,19,2020-06-03 09:15:00
9,9774,4,0,0,4,23,48,2020-06-03 09:15:00
9,9775,2,3,0,2,6,11,2020-06-03 09:15:00
9,9776,2,1,0,2,10,5,2020-06-03 09:15:00
9,9777,2,0,0,2,11,12,2020-06-03 09:15:00
9,9778,2,0,0,2,8,13,2020-06-03 09:15:00
9,9779,3,0,0,3,11,23,2020-06-03 09:15:00
9,9780,1,0,0,1,11,13,2020-06-03 09:15:00
10,10041,7,3,2,7,85,139,2020-06-03 09:15:00
10,10042,2,0,0,2,22,5,2020-06-03 09:15:00
10,10043,3,0,0,3,18,31,2020-06-03 09:15:00
10,10044,4,1,1,3,34,37,2020-06-03 09:15:00
10,10045,2,2,0,2,120,152,2020-06-03 09:15:00
10,10046,1,1,0,1,5,11,2020-06-03 09:15:00
11,11000,60,63,47,42,339,1109,2020-06-03 09:15:00
12,12051,3,1,0,3,11,48,2020-06-03 09:15:00
12,12052,2,0,0,2,58,62,2020-06-03 09:15:00
12,12053,1,0,0,1,14,27,2020-06-03 09:15:00
12,12054,4,0,0,4,33,40,2020-06-03 09:15:00
12,12060,2,2,0,2,54,58,2020-06-03 09:15:00
12,12061,5,0,0,5,19,51,2020-06-03 09:15:00
12,12062,3,0,0,3,24,24,2020-06-03 09:15:00
12,12063,4,0,0,2,21,8,2020-06-03 09:15:00
12,12064,3,1,1,3,24,15,2020-06-03 09:15:00
12,12065,5,0,0,5,33,26,2020-06-03 09:15:00
12,12066,1,3,0,1,23,22,2020-06-03 09:15:00
12,12067,4,0,0,4,82,70,2020-06-03 09:15:00
12,12068,3,0,0,3,26,20,2020-06-03 09:15:00
12,12069,2,0,0,2,34,43,2020-06-03 09:15:00
12,12070,2,0,0,2,17,8,2020-06-03 09:15:00
12,12071,3,0,0,3,11,12,2020-06-03 09:15:00
12,12072,2,0,0,2,9,13,2020-06-03 09:15:00
12,12073,4,0,0,4,21,20,2020-06-03 09:15:00
13,13003,2,1,1,2,27,92,2020-06-03 09:15:00
13,13004,1,0,0,1,12,42,2020-06-03 09:15:00
13,13071,5,1,0,5,34,58,2020-06-03 09:15:00
13,13072,6,0,0,4,31,36,2020-06-03 09:15:00
13,13073,4,0,0,4,24,46,2020-06-03 09:15:00
13,13074,2,0,0,2,12,35,2020-06-03 09:15:00
13,13075,7,0,0,7,65,163,2020-06-03 09:15:00
13,13076,7,0,0,7,39,150,2020-06-03 09:15:00
14,14511,3,0,0,3,30,146,2020-06-03 09:15:00
14,14521,6,0,0,6,37,53,2020-06-03 09:15:00
14,14522,5,0,0,5,31,42,2020-06-03 09:15:00
14,14523,4,0,0,4,44,48,2020-06-03 09:15:00
14,14524,6,2,1,5,33,86,2020-06-03 09:15:00
14,14612,12,0,0,6,77,213,2020-06-03 09:15:00
14,14625,6,4,3,5,20,44,2020-06-03 09:15:00
14,14626,6,0,0,6,25,42,2020-06-03 09:15:00
14,14627,5,0,0,5,54,41,2020-06-03 09:15:00
14,14628,6,25,9,6,64,62,2020-06-03 09:15:00
14,14713,9,0,0,7,153,276,2020-06-03 09:15:00
14,14729,3,0,0,3,19,34,2020-06-03 09:15:00
14,14730,8,0,0,8,35,45,2020-06-03 09:15:00
15,15001,2,0,0,2,22,26,2020-06-03 09:15:00
15,15002,6,2,2,5,93,215,2020-06-03 09:15:00
15,15003,7,0,0,5,48,180,2020-06-03 09:15:00
15,15081,2,1,0,2,9,11,2020-06-03 09:15:00
15,15082,3,0,0,3,27,43,2020-06-03 09:15:00
15,15083,2,0,0,2,16,22,2020-06-03 09:15:00
15,15084,3,0,0,3,27,30,2020-06-03 09:15:00
15,15085,4,0,0,4,24,30,2020-06-03 09:15:00
15,15086,2,5,4,2,17,15,2020-06-03 09:15:00
15,15087,3,0,0,3,26,12,2020-06-03 09:15:00
15,15088,2,0,0,2,10,13,2020-06-03 09:15:00
15,15089,4,0,0,4,25,48,2020-06-03 09:15:00
15,15090,2,0,0,2,33,15,2020-06-03 09:15:00
15,15091,2,0,0,2,31,32,2020-06-03 09:15:00
16,16051,2,1,0,2,41,55,2020-06-03 09:15:00
16,16052,1,1,1,1,11,35,2020-06-03 09:15:00
16,16053,1,0,0,1,30,85,2020-06-03 09:15:00
16,16054,1,2,1,1,11,11,2020-06-03 09:15:00
16,16055,1,0,0,1,6,10,2020-06-03 09:15:00
16,16056,1,0,0,1,11,31,2020-06-03 09:15:00
16,16061,3,1,0,3,12,18,2020-06-03 09:15:00
16,16062,3,4,0,3,44,37,2020-06-03 09:15:00
16,16063,3,0,0,3,18,71,2020-06-03 09:15:00
16,16064,3,5,1,3,38,33,2020-06-03 09:15:00
16,16065,1,0,0,1,10,4,2020-06-03 09:15:00
16,16066,2,1,0,2,12,37,2020-06-03 09:15:00
16,16067,2,0,0,2,13,28,2020-06-03 09:15:00
16,16068,1,0,0,1,4,10,2020-06-03 09:15:00
16,16069,1,0,0,1,5,3,2020-06-03 09:15:00
16,16070,2,0,0,2,6,10,2020-06-03 09:15:00
16,16071,3,1,1,3,53,73,2020-06-03 09:15:00
16,16072,1,0,0,1,6,2,2020-06-03 09:15:00
16,16073,1,0,0,1,10,12,2020-06-03 09:15:00
16,16074,1,0,0,1,13,3,2020-06-03 09:15:00
16,16075,1,0,0,1,2,4,2020-06-03 09:15:00
16,16076,1,3,2,1,10,7,2020-06-03 09:15:00
16,16077,2,0,0,1,30,30,2020-06-03 09:15:00
1,1001,2,0,0,2,51,31,2020-06-01 09:15:00
1,1002,5,0,0,3,138,119,2020-06-01 09:15:00
1,1003,2,0,0,2,135,108,2020-06-01 09:15:00
1,1004,1,0,0,1,23,17,2020-06-01 09:15:00
1,1051,1,4,2,1,26,30,2020-06-01 09:15:00
1,1053,2,0,0,2,15,14,2020-06-01 09:15:00
1,1054,3,0,0,3,18,26,2020-06-01 09:15:00
1,1055,3,0,0,3,30,22,2020-06-01 09:15:00
1,1056,2,0,0,2,15,18,2020-06-01 09:15:00
1,1057,1,0,0,1,8,4,2020-06-01 09:15:00
1,1058,3,0,0,3,18,33,2020-06-01 09:15:00
1,1059,1,1,0,1,13,11,2020-06-01 09:15:00
1,1060,4,0,0,4,59,71,2020-06-01 09:15:00
1,1061,1,0,0,1,18,22,2020-06-01 09:15:00
1,1062,3,1,1,3,33,27,2020-06-01 09:15:00
2,2000,26,22,19,23,379,562,2020-06-01 09:15:00
3,3101,5,2,1,5,75,84,2020-06-01 09:15:00
3,3102,2,0,0,2,10,16,2020-06-01 09:15:00
3,3103,1,0,0,1,25,23,2020-06-01 09:15:00
3,3151,1,0,0,1,8,22,2020-06-01 09:15:00
3,3153,3,0,0,3,56,33,2020-06-01 09:15:00
3,3154,1,0,0,1,18,18,2020-06-01 09:15:00
3,3155,2,0,0,2,10,13,2020-06-01 09:15:00
3,3157,1,0,0,1,13,9,2020-06-01 09:15:00
3,3158,1,2,2,1,5,11,2020-06-01 09:15:00
3,3159,8,5,2,7,72,139,2020-06-01 09:15:00
3,3241,16,20,10,16,159,334,2020-06-01 09:15:00
3,3251,3,0,0,3,8,9,2020-06-01 09:15:00
3,3252,4,1,0,4,15,54,2020-06-01 09:15:00
3,3254,5,1,1,4,41,55,2020-06-01 09:15:00
3,3255,1,0,0,1,4,10,2020-06-01 09:15:00
3,3256,1,0,0,1,18,16,2020-06-01 09:15:00
3,3257,1,3,1,1,3,20,2020-06-01 09:15:00
3,3351,3,0,0,1,9,32,2020-06-01 09:15:00
3,3352,2,0,0,2,9,9,2020-06-01 09:15:00
3,3353,3,0,0,3,28,38,2020-06-01 09:15:00
3,3354,1,0,0,1,16,7,2020-06-01 09:15:00
3,3355,2,0,0,2,15,23,2020-06-01 09:15:00
3,3356,2,0,0,2,7,8,2020-06-01 09:15:00
3,3357,3,0,0,2,13,21,2020-06-01 09:15:00
3,3358,3,0,0,3,16,19,2020-06-01 09:15:00
3,3359,2,0,0,2,9,25,2020-06-01 09:15:00
3,3360,2,0,0,2,33,46,2020-06-01 09:15:00
3,3361,2,0,0,2,7,10,2020-06-01 09:15:00
3,3401,1,0,0,1,7,22,2020-06-01 09:15:00
3,3402,1,0,0,1,11,10,2020-06-01 09:15:00
3,3403,5,4,4,3,114,98,2020-06-01 09:15:00
3,3404,4,3,1,4,104,44,2020-06-01 09:15:00
3,3405,1,0,0,1,19,15,2020-06-01 09:15:00
3,3451,3,0,0,2,16,24,2020-06-01 09:15:00
3,3452,3,0,0,3,15,27,2020-06-01 09:15:00
3,3453,2,0,0,2,10,31,2020-06-01 09:15:00
3,3454,7,1,1,7,46,52,2020-06-01 09:15:00
3,3455,2,0,0,2,14,23,2020-06-01 09:15:00
3,3456,1,0,0,1,10,20,2020-06-01 09:15:00
3,3457,3,1,1,2,17,24,2020-06-01 09:15:00
3,3458,1,0,0,1,7,8,2020-06-01 09:15:00
3,3459,8,0,0,7,85,42,2020-06-01 09:15:00
3,3460,3,0,0,3,41,15,2020-06-01 09:15:00
3,3461,1,0,0,1,5,1,2020-06-01 09:15:00
3,3462,1,0,0,1,7,6,2020-06-01 09:15:00
4,4011,10,3,2,9,88,99,2020-06-01 09:15:00
4,4012,2,2,2,2,5,19,2020-06-01 09:15:00
5,5111,12,3,3,11,98,216,2020-06-01 09:15:00
5,5112,13,7,6,9,99,157,2020-06-01 09:15:00
5,5113,15,9,6,14,102,245,2020-06-01 09:15:00
5,5114,6,1,0,4,27,74,2020-06-01 09:15:00
5,5116,5,3,1,4,30,83,2020-06-01 09:15:00
5,5117,2,2,1,2,21,33,2020-06-01 09:15:00
5,5119,6,0,0,4,34,45,2020-06-01 09:15:00
5,5120,1,0,0,1,18,18,2020-06-01 09:15:00
5,5122,3,4,3,3,40,52,2020-06-01 09:15:00
5,5124,5,4,3,5,84,102,2020-06-01 09:15:00
5,5154,5,1,0,5,20,47,2020-06-01 09:15:00
5,5158,5,1,1,5,22,37,2020-06-01 09:15:00
5,5162,7,1,0,6,46,74,2020-06-01 09:15:00
5,5166,4,0,0,4,39,23,2020-06-01 09:15:00
5,5170,9,5,1,8,66,101,2020-06-01 09:15:00
5,5314,14,10,6,10,52,198,2020-06-01 09:15:00
5,5315,25,7,4,18,74,335,2020-06-01 09:15:00
5,5316,4,0,0,2,36,52,2020-06-01 09:15:00
5,5334,6,5,4,6,42,92,2020-06-01 09:15:00
5,5358,6,0,0,5,39,40,2020-06-01 09:15:00
5,5362,7,0,0,7,24,57,2020-06-01 09:15:00
5,5366,3,2,1,3,2,41,2020-06-01 09:15:00
5,5370,3,4,0,3,10,26,2020-06-01 09:15:00
5,5374,6,1,0,6,30,70,2020-06-01 09:15:00
5,5378,4,0,0,4,27,25,2020-06-01 09:15:00
5,5382,6,2,0,6,18,72,2020-06-01 09:15:00
5,5512,2,1,1,2,36,27,2020-06-01 09:15:00
5,5513,6,0,0,4,61,73,2020-06-01 09:15:00
5,5515,7,3,3,7,44,215,2020-06-01 09:15:00
5,5554,5,3,2,5,33,49,2020-06-01 09:15:00
5,5558,3,0,0,3,20,16,2020-06-01 09:15:00
5,5562,13,0,0,13,102,171,2020-06-01 09:15:00
5,5566,5,4,3,5,28,63,2020-06-01 09:15:00
5,5570,4,1,0,4,34,21,2020-06-01 09:15:00
5,5711,4,2,1,4,35,112,2020-06-01 09:15:00
5,5754,3,0,0,3,24,30,2020-06-01 09:15:00
5,5758,4,2,2,3,25,43,2020-06-01 09:15:00
5,5762,5,1,0,5,16,20,2020-06-01 09:15:00
5,5766,2,0,0,2,26,55,2020-06-01 09:15:00
5,5770,6,4,3,6,57,95,2020-06-01 09:15:00
5,5774,5,2,2,4,43,75,2020-06-01 09:15:00
5,5911,8,1,1,6,92,152,2020-06-01 09:15:00
5,5913,9,4,0,9,74,232,2020-06-01 09:15:00
5,5914,5,1,1,5,35,53,2020-06-01 09:15:00
5,5915,6,1,1,5,50,47,2020-06-01 09:15:00
5,5916,4,3,2,4,27,41,2020-06-01 09:15:00
5,5954,7,1,0,6,53,82,2020-06-01 09:15:00
5,5958,8,4,3,8,48,61,2020-06-01 09:15:00
5,5962,7,3,1,7,35,59,2020-06-01 09:15:00
5,5966,3,1,1,3,31,13,2020-06-01 09:15:00
5,5970,5,1,0,5,31,91,2020-06-01 09:15:00
5,5974,7,0,0,6,25,52,2020-06-01 09:15:00
5,5978,5,1,1,5,34,59,2020-06-01 09:15:00
6,6411,7,1,0,4,50,65,2020-06-01 09:15:00
6,6412,14,10,6,11,72,229,2020-06-01 09:15:00
6,6413,2,2,2,2,57,57,2020-06-01 09:15:00
6,6414,5,6,4,4,54,63,2020-06-01 09:15:00
6,6431,5,0,0,5,19,26,2020-06-01 09:15:00
6,6432,2,6,1,2,4,23,2020-06-01 09:15:00
6,6433,2,1,1,2,4,18,2020-06-01 09:15:00
6,6434,3,0,0,3,11,21,2020-06-01 09:15:00
6,6435,4,3,1,4,31,62,2020-06-01 09:15:00
6,6436,2,1,0,2,16,15,2020-06-01 09:15:00
6,6437,2,6,2,2,15,112,2020-06-01 09:15:00
6,6438,2,7,5,2,24,33,2020-06-01 09:15:00
6,6439,2,0,0,2,15,7,2020-06-01 09:15:00
6,6440,5,3,0,5,57,73,2020-06-01 09:15:00
6,6531,4,9,3,4,61,211,2020-06-01 09:15:00
6,6532,2,0,0,2,20,45,2020-06-01 09:15:00
